customer_id,customer_name,city,segment,signup_channel,signup_date,email,phone,has_email,has_phone
C0255,JESSICA PETERSEN,Pune,VIP,Social Media,2024-06-29,jessica.petersen@example.com,(691)837-3678x50821,True,True
C0256,Samuel Suarez,Bangalore,VIP,Paid Ads,2023-10-17,samuel.suarez@example.com,,True,False
C0257,Ross Hood,Chandigarh,VIP,Paid Ads,2024-06-08,ross.hood@example.com,705.934.5786x103,True,True
C0258,Cassandra Harrell,Chandigarh,VIP,Referral,2025-06-03,,(552)541-4060x293,False,True
C0259,Debra Ortiz,Hyderabad,VIP,Organic,2023-10-08,debra.ortiz@example.com,001-707-922-9034x94466,True,True
C0260,JOHN BYRD,Pune,New,Referral,2026-02-10,john.byrd@example.com,,True,False
C0261,Brian Hunt,Pune,Returning,Referral,2025-08-22,brian.hunt@example.com,(689)694-4171x545,True,True
C0262,Tiffany Curtis,Chandigarh,VIP,Referral,2024-04-04,tiffany.curtis@example.com,230.596.5207x44666,True,True
C0263,Micheal Parks,Chandigarh,Returning,Social Media,2025-07-27,micheal.parks@example.com,458.742.8241x7248,True,True
C0264,Courtney Walker,Chandigarh,Returning,Referral,2026-04-02,,,False,False
C0265,STEPHEN WATSON,Hyderabad,Returning,Paid Ads,2025-06-01,stephen.watson@example.com,817.609.9917x381,True,True
C0266,Seth Hernandez,Bangalore,New,Email,2026-08-08,seth.hernandez@example.com,969-672-5217x52500,True,True
C0267,Raymond Johnston,Hyderabad,Returning,Email,2024-03-03,raymond.johnston@example.com,001-712-296-6667x60083,True,True
C0268,Nicole Schmidt,Pune,Returning,Social Media,2023-10-06,nicole.schmidt@example.com,,True,False
C0269,Nicholas Perez,Bangalore,VIP,Email,2026-04-07,nicholas.perez@example.com,721-868-9421x0447,True,True
C0270,WHITNEY COOPER,Mumbai,Returning,Paid Ads,2026-05-03,,(432)360-3323x098,False,True
C0271,Matthew Johnson,Chandigarh,Returning,Social Media,2026-04-07,matthew.johnson@example.com,889-309-0100x167,True,True
C0272,Kara Hernandez,Delhi,Returning,Email,2025-09-26,kara.hernandez@example.com,,True,False
C0273,Elizabeth Stanley,Pune,VIP,Social Media,2025-08-22,elizabeth.stanley@example.com,999-526-1891x411,True,True
C0274,Paula Decker,Mumbai,New,Social Media,2026-07-19,paula.decker@example.com,(264)320-8737x530,True,True
C0275,SARA CALDWELL,Mumbai,New,Social Media,2024-02-22,sara.caldwell@example.com,981-214-3744,True,True
C0276,Christopher Williams,Delhi,Returning,Referral,2024-07-22,,,False,False
C0277,Emily Rodgers,Mumbai,Returning,Email,2023-12-27,emily.rodgers@example.com,001-300-822-5579x41552,True,True
C0278,Jesus Houston,Hyderabad,Returning,Email,2025-09-20,jesus.houston@example.com,462.812.0216x9797,True,True
C0279,Lisa Huffman,Chandigarh,VIP,Paid Ads,2026-04-11,lisa.huffman@example.com,001-527-771-6701x4508,True,True
C0280,MELISSA MONTGOMERY,Chandigarh,New,Social Media,2024-12-20,melissa.montgomery@example.com,,True,False
C0281,Karen Alvarado,Bangalore,VIP,Paid Ads,2025-07-31,karen.alvarado@example.com,(489)300-2877,True,True
C0282,Erica Rivera,Hyderabad,Returning,Social Media,2024-07-09,,738.366.3177x97177,False,True
C0283,Dr. Alicia Powell,Bangalore,New,Organic,2023-10-25,dr..alicia.powell@example.com,+1-901-799-4883,True,True
C0284,Anthony Walker,Mumbai,New,Social Media,2025-01-12,anthony.walker@example.com,,True,False
C0285,LISA KENNEDY,Hyderabad,New,Referral,2025-08-16,lisa.kennedy@example.com,001-371-213-0554x885,True,True
C0286,Katherine Underwood,Hyderabad,VIP,Referral,2025-11-15,katherine.underwood@example.com,(214)393-3163x73516,True,True
C0287,Joanna Barrett,Bangalore,VIP,Email,2026-07-01,joanna.barrett@example.com,(470)480-8697,True,True
C0288,Betty Hughes,Mumbai,Returning,Email,2025-06-17,,,False,False
C0289,Kathy Cruz,Mumbai,Returning,Social Media,2026-07-26,kathy.cruz@example.com,001-634-765-4722x698,True,True
C0290,TAYLOR CHEN,Mumbai,Returning,Referral,2024-04-17,taylor.chen@example.com,+1-845-622-8851x587,True,True
C0291,Jenny Smith,Delhi,New,Paid Ads,2024-01-08,jenny.smith@example.com,(220)703-4244x2043,True,True
C0292,Ashley Parrish,Mumbai,New,Email,2025-11-12,ashley.parrish@example.com,,True,False
C0293,Natalie Hoffman,Hyderabad,New,Paid Ads,2024-05-27,natalie.hoffman@example.com,001-940-566-6580x043,True,True
C0294,Michele Holland,Delhi,VIP,Social Media,2025-11-29,,+1-493-334-7212,False,True
C0295,JEFFREY HAWKINS,Mumbai,VIP,Email,2024-02-02,jeffrey.hawkins@example.com,001-240-657-2025,True,True
C0296,Kenneth Howard DDS,Pune,VIP,Referral,2024-08-20,kenneth.howard.dds@example.com,,True,False
C0297,Clinton Jones,Chandigarh,New,Referral,2025-03-07,clinton.jones@example.com,(988)261-5335x55439,True,True
C0298,Gregory Allen,Delhi,Returning,Paid Ads,2025-08-01,gregory.allen@example.com,+1-730-956-1648x408,True,True
C0299,Mr. Matthew Flores,Mumbai,New,Email,2023-12-13,mr..matthew.flores@example.com,328-580-1336,True,True
C0300,MICHELE CHERRY,Delhi,Returning,Organic,2025-12-20,,,False,False
